,pokedex_number,name,german_name,japanese_name,generation,status,type_1,height_m,weight_kg,ability_1,total_points,hp,attack,defense,sp_attack,sp_defense,speed,growth_rate,egg_type_1,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
89,70,Weepinbell,Ultrigaria,ウツドン (Utsudon),1,Normal,Grass,1.0,6.4,Chlorophyll,390,65,90,50,85,45,55,Medium Slow,Grass,20.0,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
90,71,Victreebel,Sarzenia,ウツボット (Utsubot),1,Normal,Grass,1.7,15.5,Chlorophyll,490,80,105,65,100,70,70,Medium Slow,Grass,20.0,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
91,72,Tentacool,Tentacha,メノクラゲ (Menokurage),1,Normal,Water,0.9,45.5,Clear Body,335,40,40,35,50,100,70,Slow,Water 3,20.0,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
92,73,Tentacruel,Tentoxa,ドククラゲ (Dokukurage),1,Normal,Water,1.6,55.0,Clear Body,515,80,70,65,80,120,100,Slow,Water 3,20.0,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
93,74,Geodude,Kleinstein,イシツブテ (Isitsubute),1,Normal,Rock,0.4,20.0,Rock Head,300,40,80,100,30,30,20,Medium Slow,Mineral,15.0,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0
94,74,Alolan Geodude,Kleinstein,イシツブテ (Isitsubute),1,Normal,Rock,0.4,20.3,Magnet Pull,300,40,80,100,30,30,20,Medium Slow,Mineral,15.0,0.5,0.5,2.0,0.5,2.0,1.0,2.0,0.5,4.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
95,75,Graveler,Georok,ゴローン (Golone),1,Normal,Rock,1.0,105.0,Rock Head,390,55,95,115,45,45,35,Medium Slow,Mineral,15.0,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0
96,75,Alolan Graveler,Georok,ゴローン (Golone),1,Normal,Rock,1.0,110.0,Magnet Pull,390,55,95,115,45,45,35,Medium Slow,Mineral,15.0,0.5,0.5,2.0,0.5,2.0,1.0,2.0,0.5,4.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
97,76,Golem,Geowaz,ゴローニャ (Golonya),1,Normal,Rock,1.4,300.0,Rock Head,495,80,120,130,55,65,45,Medium Slow,Mineral,15.0,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0
98,76,Alolan Golem,Geowaz,ゴローニャ (Golonya),1,Normal,Rock,1.7,316.0,Magnet Pull,495,80,120,130,55,65,45,Medium Slow,Mineral,15.0,0.5,0.5,2.0,0.5,2.0,1.0,2.0,0.5,4.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
99,77,Ponyta,Ponita,ポニータ (Ponyta),1,Normal,Fire,1.0,30.0,Run Away,410,50,85,55,65,65,90,Medium Fast,Field,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
100,77,Galarian Ponyta,Ponita,ポニータ (Ponyta),1,Normal,Psychic,0.8,24.0,Run Away,410,50,85,55,65,65,90,Medium Fast,Field,20.0,1.0,0.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
101,78,Rapidash,Gallopa,ギャロップ (Gallop),1,Normal,Fire,1.7,95.0,Run Away,500,65,100,70,80,80,105,Medium Fast,Field,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
102,78,Galarian Rapidash,Gallopa,ギャロップ (Gallop),1,Normal,Psychic,1.7,80.0,Run Away,500,65,100,70,80,80,105,Medium Fast,Field,20.0,1.0,0.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
103,79,Slowpoke,Flegmon,ヤドン (Yadon),1,Normal,Water,1.2,36.0,Oblivious,315,90,65,65,40,40,15,Medium Fast,Monster,20.0,1.0,0.5,0.5,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,1.0
104,79,Galarian Slowpoke,Flegmon,ヤドン (Yadon),8,Normal,Psychic,1.2,36.0,Gluttony,315,90,65,65,40,40,15,Medium Fast,Monster,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
105,80,Slowbro,Lahmus,ヤドラン (Yadoran),1,Normal,Water,1.6,78.5,Oblivious,490,95,75,110,100,80,30,Medium Fast,Monster,20.0,1.0,0.5,0.5,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,1.0
106,80,Mega Slowbro,Lahmus,ヤドラン (Yadoran),1,Normal,Water,2.0,120.0,Shell Armor,590,95,75,180,130,80,30,Medium Fast,Monster,20.0,1.0,0.5,0.5,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,1.0
107,80,Galarian Slowbro,Lahmus,ヤドラン (Yadoran),8,Normal,Poison,1.6,70.5,Quick Draw,490,95,100,95,100,70,30,Medium Fast,Monster,20.0,1.0,1.0,1.0,1.0,0.5,1.0,0.25,0.5,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5
108,81,Magnemite,Magnetilo,コイル (Coil),1,Normal,Electric,0.3,6.0,Magnet Pull,325,25,35,70,95,55,45,Medium Fast,Mineral,20.0,0.5,2.0,1.0,0.5,0.5,0.5,2.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5
109,82,Magneton,Magneton,レアコイル (Rarecoil),1,Normal,Electric,1.0,60.0,Magnet Pull,465,50,60,95,120,70,70,Medium Fast,Mineral,20.0,0.5,2.0,1.0,0.5,0.5,0.5,2.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5
110,83,Farfetch'd,Porenta,カモネギ (Kamonegi),1,Normal,Normal,0.8,15.0,Keen Eye,377,52,90,55,58,62,60,Medium Fast,Field,20.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
111,83,Galarian Farfetch'd,Porenta,カモネギ (Kamonegi),1,Normal,Fighting,0.8,42.0,Steadfast,377,52,95,55,58,62,55,Medium Fast,Field,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
112,84,Doduo,Dodu,ドードー (Dodo),1,Normal,Normal,1.4,39.2,Run Away,310,35,85,45,35,35,75,Medium Fast,Flying,20.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
113,85,Dodrio,Dodri,ドードリオ (Dodorio),1,Normal,Normal,1.8,85.2,Run Away,470,60,110,70,60,60,110,Medium Fast,Flying,20.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
114,86,Seel,Jurob,パウワウ (Pawou),1,Normal,Water,1.1,90.0,Thick Fat,325,65,45,55,45,70,45,Medium Fast,Field,20.0,1.0,0.25,0.5,2.0,2.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
115,87,Dewgong,Jugong,ジュゴン (Jugon),1,Normal,Water,1.7,120.0,Thick Fat,475,90,70,80,70,95,70,Medium Fast,Field,20.0,1.0,0.5,0.5,2.0,2.0,125.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
116,88,Grimer,Sleima,ベトベター (Betbeter),1,Normal,Poison,0.9,30.0,Stench,325,80,80,50,40,50,25,Medium Fast,Amorphous,20.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
117,88,Alolan Grimer,Sleima,ベトベター (Betbeter),1,Normal,Poison,0.7,42.0,Poison Touch,325,80,80,50,40,50,25,Medium Fast,Amorphous,20.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0
118,89,Muk,Sleimok,ベトベトン (Betbeton),1,Normal,Poison,1.2,30.0,Stench,500,105,105,75,65,100,50,Medium Fast,Amorphous,20.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
119,89,Alolan Muk,Sleimok,ベトベトン (Betbeton),1,Normal,Poison,1.0,52.0,Poison Touch,500,105,105,75,65,100,50,Medium Fast,Amorphous,20.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0
120,90,Shellder,Muschas,シェルダー (Shellder),1,Normal,Water,0.3,4.0,Shell Armor,305,30,65,100,45,25,40,Slow,Water 3,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
121,91,Cloyster,Austos,パルシェン (Parshen),1,Normal,Water,1.5,132.5,Shell Armor,525,50,95,180,85,45,70,Slow,Water 3,20.0,1.0,1.0,0.5,2.0,2.0,0.25,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
122,92,Gastly,Nebulak,ゴース (Ghos),1,Normal,Ghost,1.3,0.1,Levitate,310,30,35,30,100,35,80,Medium Slow,Amorphous,20.0,0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.25,0.0,1.0,2.0,0.25,1.0,2.0,1.0,2.0,1.0,0.5
123,93,Haunter,Alpollo,ゴースト (Ghost),1,Normal,Ghost,1.6,0.1,Levitate,405,45,50,45,115,55,95,Medium Slow,Amorphous,20.0,0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.25,0.0,1.0,2.0,0.25,1.0,2.0,1.0,2.0,1.0,0.5
124,94,Gengar,Gengar,ゲンガー (Gangar),1,Normal,Ghost,1.5,40.5,Cursed Body,500,60,65,60,130,75,110,Medium Slow,Amorphous,20.0,0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.25,2.0,1.0,2.0,0.25,1.0,2.0,1.0,2.0,1.0,0.5
125,94,Mega Gengar,Gengar,ゲンガー (Gangar),1,Normal,Ghost,1.4,40.5,Shadow Tag,600,60,65,80,170,95,130,Medium Slow,Amorphous,20.0,0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.25,2.0,1.0,2.0,0.25,1.0,2.0,1.0,2.0,1.0,0.5
126,95,Onix,Onix,イワーク (Iwark),1,Normal,Rock,8.8,210.0,Rock Head,385,35,45,160,30,45,70,Medium Fast,Mineral,25.0,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0
127,96,Drowzee,Traumato,スリープ (Sleepe),1,Normal,Psychic,1.0,32.4,Insomnia,328,60,48,45,43,90,42,Medium Fast,Human-Like,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
128,97,Hypno,Hypno,スリーパー (Sleeper),1,Normal,Psychic,1.6,75.6,Insomnia,483,85,73,70,73,115,67,Medium Fast,Human-Like,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
129,98,Krabby,Krabby,クラブ (Crab),1,Normal,Water,0.4,6.5,Hyper Cutter,325,30,105,90,25,25,50,Medium Fast,Water 3,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
130,99,Kingler,Kingler,キングラー (Kingler),1,Normal,Water,1.3,60.0,Hyper Cutter,475,55,130,115,50,50,75,Medium Fast,Water 3,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
131,100,Voltorb,Voltobal,ビリリダマ (Biriridama),1,Normal,Electric,0.5,10.4,Soundproof,330,40,30,50,55,55,100,Medium Fast,Mineral,20.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
132,101,Electrode,Lektrobal,マルマイン (Marumine),1,Normal,Electric,1.2,66.6,Soundproof,490,60,50,70,80,80,150,Medium Fast,Mineral,20.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
133,102,Exeggcute,Owei,タマタマ (Tamatama),1,Normal,Grass,0.4,2.5,Chlorophyll,325,60,40,80,60,45,40,Slow,Grass,20.0,1.0,2.0,0.5,0.5,0.5,2.0,0.5,2.0,0.5,2.0,0.5,4.0,1.0,2.0,1.0,2.0,1.0,1.0
134,103,Exeggutor,Kokowei,ナッシー (Nassy),1,Normal,Grass,2.0,120.0,Chlorophyll,530,95,95,85,125,75,55,Slow,Grass,20.0,1.0,2.0,0.5,0.5,0.5,2.0,0.5,2.0,0.5,2.0,0.5,4.0,1.0,2.0,1.0,2.0,1.0,1.0
135,103,Alolan Exeggutor,Kokowei,ナッシー (Nassy),1,Normal,Grass,10.9,415.6,Frisk,530,95,105,85,125,75,45,Slow,Grass,20.0,1.0,1.0,0.25,0.25,0.25,4.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0
136,104,Cubone,Tragosso,カラカラ (Karakara),1,Normal,Ground,0.4,6.5,Rock Head,320,50,50,95,40,50,35,Medium Fast,Monster,20.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
137,105,Marowak,Knogga,ガラガラ (Garagara),1,Normal,Ground,1.0,45.0,Rock Head,425,60,80,110,50,80,45,Medium Fast,Monster,20.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
138,105,Alolan Marowak,Knogga,ガラガラ (Garagara),1,Normal,Fire,1.0,34.0,Cursed Body,425,60,80,110,50,80,45,Medium Fast,Monster,20.0,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5
139,106,Hitmonlee,Kicklee,サワムラー (Sawamular),1,Normal,Fighting,1.5,49.8,Limber,455,50,120,53,35,110,87,Medium Fast,Human-Like,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
140,107,Hitmonchan,Nockchan,エビワラー (Ebiwalar),1,Normal,Fighting,1.4,50.2,Keen Eye,455,50,105,79,35,110,76,Medium Fast,Human-Like,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
141,108,Lickitung,Schlurp,ベロリンガ (Beroringa),1,Normal,Normal,1.2,65.5,Own Tempo,385,90,55,75,60,75,30,Medium Fast,Monster,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
142,109,Koffing,Smogon,ドガース (Dogars),1,Normal,Poison,0.6,1.0,Levitate,340,40,65,95,60,45,35,Medium Fast,Amorphous,20.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,0.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
143,110,Weezing,Smogmog,マタドガス (Matadogas),1,Normal,Poison,1.2,9.5,Levitate,490,65,90,120,85,70,60,Medium Fast,Amorphous,20.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,0.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
144,110,Galarian Weezing,Smogmog,マタドガス (Matadogas),1,Normal,Poison,3.0,16.0,Levitate,490,65,90,120,85,70,60,Medium Fast,Amorphous,20.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
145,111,Rhyhorn,Rihorn,サイホーン (Sihorn),1,Normal,Ground,1.0,115.0,Lightning Rod,345,80,85,95,30,30,25,Slow,Field,20.0,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0
146,112,Rhydon,Rizeros,サイドン (Sidon),1,Normal,Ground,1.9,120.0,Lightning Rod,485,105,130,120,45,45,40,Slow,Field,20.0,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0
147,113,Chansey,Chaneira,ラッキー (Lucky),1,Normal,Normal,1.1,34.6,Natural Cure,450,250,5,5,35,105,50,Fast,Fairy,40.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
148,114,Tangela,Tangela,モンジャラ (Monjara),1,Normal,Grass,1.0,35.0,Chlorophyll,435,65,55,115,100,40,60,Medium Fast,Grass,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
149,115,Kangaskhan,Kangama,ガルーラ (Garura),1,Normal,Normal,2.2,80.0,Early Bird,490,105,95,80,40,80,90,Medium Fast,Monster,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
150,115,Mega Kangaskhan,Kangama,ガルーラ (Garura),1,Normal,Normal,2.2,100.0,Parental Bond,590,105,125,100,60,100,100,Medium Fast,Monster,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
151,116,Horsea,Seeper,タッツー (Tattu),1,Normal,Water,0.4,8.0,Swift Swim,295,30,40,70,70,25,60,Medium Fast,Dragon,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
152,117,Seadra,Seemon,シードラ (Seadra),1,Normal,Water,1.2,25.0,Poison Point,440,55,65,95,95,45,85,Medium Fast,Dragon,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
153,118,Goldeen,Goldini,トサキント (Tosakinto),1,Normal,Water,0.6,15.0,Swift Swim,320,45,67,60,35,50,63,Medium Fast,Water 2,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
154,119,Seaking,Golking,アズマオウ (Azumao),1,Normal,Water,1.3,39.0,Swift Swim,450,80,92,65,65,80,68,Medium Fast,Water 2,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
155,120,Staryu,Sterndu,ヒトデマン (Hitodeman),1,Normal,Water,0.8,34.5,Illuminate,340,30,45,55,70,55,85,Slow,Water 3,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
156,121,Starmie,Starmie,スターミー (Starmie),1,Normal,Water,1.1,80.0,Illuminate,520,60,75,85,100,85,115,Slow,Water 3,20.0,1.0,0.5,0.5,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,1.0
157,122,Mr. Mime,Pantimos,バリヤード (Barrierd),1,Normal,Psychic,1.3,54.5,Soundproof,460,40,45,65,100,120,90,Medium Fast,Human-Like,25.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0
158,122,Galarian Mr. Mime,Pantimos,バリヤード (Barrierd),1,Normal,Psychic,1.4,56.8,Vital Spirit,460,50,65,65,90,90,100,Medium Fast,Human-Like,25.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.5,1.0,1.0,0.5,1.0,1.0,1.5,0.0,1.0,1.5,1.0
159,123,Scyther,Sichlor,ストライク (Strike),1,Normal,Bug,1.5,56.0,Swarm,500,70,110,80,55,80,105,Medium Fast,Bug,25.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
160,124,Jynx,Rossana,ルージュラ (Rougela),1,Normal,Ice,1.4,40.6,Oblivious,455,65,50,35,115,95,95,Medium Fast,Human-Like,25.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,2.0,2.0,2.0,1.0,2.0,2.0,1.0
161,125,Electabuzz,Elektek,エレブー (Eleboo),1,Normal,Electric,1.1,30.0,Static,490,65,83,57,95,85,105,Medium Fast,Human-Like,25.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
162,126,Magmar,Magmar,ブーバー (Boober),1,Normal,Fire,1.3,44.5,Flame Body,495,65,95,57,100,85,93,Medium Fast,Human-Like,25.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
163,127,Pinsir,Pinsir,カイロス (Kailios),1,Normal,Bug,1.5,55.0,Hyper Cutter,500,65,125,100,55,70,85,Slow,Bug,25.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
164,127,Mega Pinsir,Pinsir,カイロス (Kailios),1,Normal,Bug,1.7,59.0,Aerilate,600,65,155,120,65,90,105,Slow,Bug,25.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
165,128,Tauros,Tauros,ケンタロス (Kentauros),1,Normal,Normal,1.4,88.4,Intimidate,490,75,100,95,40,70,110,Slow,Field,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
166,129,Magikarp,Karpador,コイキング (Koiking),1,Normal,Water,0.9,10.0,Swift Swim,200,20,10,55,15,20,80,Slow,Dragon,5.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
167,130,Gyarados,Garados,ギャラドス (Gyarados),1,Normal,Water,6.5,235.0,Intimidate,540,95,125,79,60,100,81,Slow,Dragon,5.0,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
168,130,Mega Gyarados,Garados,ギャラドス (Gyarados),1,Normal,Water,6.5,305.0,Mold Breaker,640,95,155,109,70,130,81,Slow,Dragon,5.0,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0
169,131,Lapras,Lapras,ラプラス (Laplace),1,Normal,Water,2.5,220.0,Water Absorb,535,130,85,80,85,95,60,Slow,Monster,40.0,1.0,1.0,0.0,2.0,2.0,0.25,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
170,132,Ditto,Ditto,メタモン (Metamon),1,Normal,Normal,0.3,4.0,Limber,288,48,48,48,48,48,48,Medium Fast,Ditto,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
171,133,Eevee,Evoli,イーブイ (Eievui),1,Normal,Normal,0.3,6.5,Run Away,325,55,55,50,45,65,55,Medium Fast,Field,35.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
173,134,Vaporeon,Aquana,シャワーズ (Showers),1,Normal,Water,1.0,29.0,Water Absorb,525,130,65,60,110,95,65,Medium Fast,Field,35.0,1.0,0.5,0.0,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
174,135,Jolteon,Blitza,サンダース (Thunders),1,Normal,Electric,0.8,24.5,Volt Absorb,525,65,65,60,110,95,130,Medium Fast,Field,35.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
175,136,Flareon,Flamara,ブースター (Booster),1,Normal,Fire,0.9,25.0,Flash Fire,525,65,130,60,95,110,65,Medium Fast,Field,35.0,1.0,0.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
176,137,Porygon,Porygon,ポリゴン (Porygon),1,Normal,Normal,0.8,36.5,Trace,395,65,60,70,85,75,40,Medium Fast,Mineral,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
177,138,Omanyte,Amonitas,オムナイト (Omnite),1,Normal,Rock,0.4,7.5,Swift Swim,355,35,40,100,90,55,35,Medium Fast,Water 1,30.0,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
178,139,Omastar,Amoroso,オムスター (Omstar),1,Normal,Rock,1.0,35.0,Swift Swim,495,70,60,125,115,70,55,Medium Fast,Water 1,30.0,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
179,140,Kabuto,Kabuto,カブト (Kabuto),1,Normal,Rock,0.5,11.5,Swift Swim,355,30,80,90,55,45,55,Medium Fast,Water 1,30.0,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
