"pokemon_id","pokemon_number","pokemon_name","german_name","generation","status","pokemon_type","height_m","weight_kg","ability","total_points","hp","attack","defense","sp_attack","sp_defense","speed","growth_rate","egg_type","egg_cycles","against_normal","against_fire","against_water","against_electric","against_grass","against_ice","against_fight","against_poison","against_ground","against_flying","against_psychic","against_bug","against_rock","against_ghost","agains_dragon","against_dark","against_steel","against_fairy"
485,402,"Kricketune","Zirpeise",4,"Normal","Bug",1,25.5,"Swarm",384,77,85,51,55,51,65,"Medium Slow","Bug",15,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
486,403,"Shinx","Sheinux",4,"Normal","Electric",0.5,9.5,"Rivalry",263,45,65,34,40,34,45,"Medium Slow","Field",20,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
487,404,"Luxio","Luxio",4,"Normal","Electric",0.9,30.5,"Rivalry",363,60,85,49,60,49,60,"Medium Slow","Field",20,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
488,405,"Luxray","Luxtra",4,"Normal","Electric",1.4,42,"Rivalry",523,80,120,79,95,79,70,"Medium Slow","Field",20,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
489,406,"Budew","Knospi",4,"Normal","Grass",0.2,1.2,"Natural Cure",280,40,30,35,50,70,55,"Medium Slow","Undiscovered",20,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5
490,407,"Roserade","Roserade",4,"Normal","Grass",0.9,14.5,"Natural Cure",515,60,70,65,125,105,90,"Medium Slow","Fairy",20,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5
491,408,"Cranidos","Koknodon",4,"Normal","Rock",0.9,31.5,"Mold Breaker",350,67,125,40,30,30,58,"Erratic","Monster",30,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
492,409,"Rampardos","Rameidon",4,"Normal","Rock",1.6,102.5,"Mold Breaker",495,97,165,60,65,50,58,"Erratic","Monster",30,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
493,410,"Shieldon","Schilterus",4,"Normal","Rock",0.5,57,"Sturdy",350,30,42,118,42,88,30,"Erratic","Monster",30,0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5
494,411,"Bastiodon","Bollterus",4,"Normal","Rock",1.3,149.5,"Sturdy",495,60,52,168,47,138,30,"Erratic","Monster",30,0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5
495,412,"Burmy","Burmy",4,"Normal","Bug",0.2,3.4,"Shed Skin",224,40,29,45,29,45,36,"Medium Fast","Bug",15,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
496,413,"Wormadam Plant Cloak","Burmadame",4,"Normal","Bug",0.5,6.5,"Anticipation",424,60,59,85,79,105,36,"Medium Fast","Bug",15,1,4,0.5,0.5,0.25,2,0.5,2,0.25,4,1,2,2,1,1,1,1,1
497,413,"Wormadam Sandy Cloak","Burmadame",4,"Normal","Bug",0.5,6.5,"Anticipation",424,60,79,105,59,85,36,"Medium Fast","Bug",15,1,2,2,0,1,2,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1
498,413,"Wormadam Trash Cloak","Burmadame",4,"Normal","Bug",0.5,6.5,"Anticipation",424,60,69,95,69,95,36,"Medium Fast","Bug",15,0.5,4,1,1,0.25,0.5,1,0,1,1,0.5,0.5,1,1,0.5,1,0.5,0.5
499,414,"Mothim","Moterpel",4,"Normal","Bug",0.9,23.3,"Swarm",424,70,94,50,94,50,66,"Medium Fast","Bug",15,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1
500,415,"Combee","Wadribie",4,"Normal","Bug",0.3,5.5,"Honey Gather",244,30,30,42,30,42,70,"Medium Slow","Bug",15,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1
501,416,"Vespiquen","Honweisel",4,"Normal","Bug",1.2,38.5,"Pressure",474,70,80,102,80,102,40,"Medium Slow","Bug",15,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1
502,417,"Pachirisu","Pachirisu",4,"Normal","Electric",0.4,3.9,"Run Away",405,60,45,70,45,90,95,"Medium Fast","Fairy",10,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
503,418,"Buizel","Bamelin",4,"Normal","Water",0.7,29.5,"Swift Swim",330,55,65,35,60,30,85,"Medium Fast","Field",20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
504,419,"Floatzel","Bojelin",4,"Normal","Water",1.1,33.5,"Swift Swim",495,85,105,55,85,50,115,"Medium Fast","Field",20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
505,420,"Cherubi","Kikugi",4,"Normal","Grass",0.4,3.3,"Chlorophyll",275,45,35,45,62,53,35,"Medium Fast","Fairy",20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
506,421,"Cherrim","Kinoso",4,"Normal","Grass",0.5,9.3,"Flower Gift",450,70,60,70,87,78,85,"Medium Fast","Fairy",20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
507,422,"Shellos","Schalellos",4,"Normal","Water",0.3,6.3,"Sticky Hold",325,76,48,48,57,62,34,"Medium Fast","Amorphous",20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
508,423,"Gastrodon","Gastrodon",4,"Normal","Water",0.9,29.9,"Sticky Hold",475,111,83,68,92,82,39,"Medium Fast","Amorphous",20,1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1
509,424,"Ambipom","Ambidiffel",4,"Normal","Normal",1.2,20.3,"Technician",482,75,100,66,60,66,115,"Fast","Field",20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
510,425,"Drifloon","Driftlon",4,"Normal","Ghost",0.4,1.2,"Aftermath",348,90,50,34,60,44,70,"Fluctuating","Amorphous",30,0,1,1,2,0.5,2,0,0.5,0,1,1,0.25,2,2,1,2,1,1
511,426,"Drifblim","Drifzepeli",4,"Normal","Ghost",1.2,15,"Aftermath",498,150,80,44,90,54,80,"Fluctuating","Amorphous",30,0,1,1,2,0.5,2,0,0.5,0,1,1,0.25,2,2,1,2,1,1
512,427,"Buneary","Haspiror",4,"Normal","Normal",0.4,5.5,"Run Away",350,55,66,44,44,56,85,"Medium Fast","Field",20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
513,428,"Lopunny","Schlapor",4,"Normal","Normal",1.2,33.3,"Cute Charm",480,65,76,84,54,96,105,"Medium Fast","Field",20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
514,428,"Mega Lopunny","Schlapor",4,"Normal","Normal",1.3,28.3,"Scrappy",580,65,136,94,54,96,135,"Medium Fast","Field",20,1,1,1,1,1,1,2,1,1,2,2,0.5,0.5,0,1,0.5,1,2
515,429,"Mismagius","Traunmagil",4,"Normal","Ghost",0.9,4.4,"Levitate",495,60,60,60,105,105,105,"Fast","Amorphous",25,0,1,1,1,1,1,0,0.5,0,1,1,0.5,1,2,1,2,1,1
516,430,"Honchkrow","Kramshef",4,"Normal","Dark",0.9,27.3,"Insomnia",505,100,125,52,105,52,71,"Medium Slow","Flying",20,1,1,1,2,0.5,2,1,1,0,1,0,1,2,0.5,1,0.5,1,2
517,431,"Glameow","Charmian",4,"Normal","Normal",0.5,3.9,"Limber",310,49,55,42,42,37,85,"Fast","Field",20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
518,432,"Purugly","Shnurgarst",4,"Normal","Normal",1,43.8,"Thick Fat",452,71,82,64,64,59,112,"Fast","Field",20,1,0.5,1,1,1,0.5,2,1,1,1,1,1,1,0,1,1,1,1
519,433,"Chingling","Klingplim",4,"Normal","Psychic",0.2,0.6,"Levitate",285,45,30,50,65,50,45,"Fast","Undiscovered",25,1,1,1,1,1,1,0.5,1,0,1,0.5,2,1,2,1,2,1,1
520,434,"Stunky","Skunkapuh",4,"Normal","Poison",0.4,19.2,"Stench",329,63,63,47,41,41,74,"Medium Fast","Field",20,1,1,1,1,0.5,1,1,0.5,2,1,0,1,1,0.5,1,0.5,1,1
521,435,"Skuntank","Skuntank",4,"Normal","Poison",1,38,"Stench",479,103,93,67,71,61,84,"Medium Fast","Field",20,1,1,1,1,0.5,1,1,0.5,2,1,0,1,1,0.5,1,0.5,1,1
522,436,"Bronzor","Bronzel",4,"Normal","Steel",0.5,60.5,"Levitate",300,57,24,86,24,86,23,"Medium Fast","Mineral",20,0.5,2,1,1,0.5,0.5,1,0,0,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5
523,437,"Bronzong","Bronzong",4,"Normal","Steel",1.3,187,"Levitate",500,67,89,116,79,116,33,"Medium Fast","Mineral",20,0.5,2,1,1,0.5,0.5,1,0,0,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5
524,438,"Bonsly","Mobai",4,"Normal","Rock",0.5,15,"Sturdy",290,50,80,95,10,45,10,"Medium Fast","Undiscovered",20,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
525,439,"Mime Jr.","Pantimimi",4,"Normal","Psychic",0.6,13,"Soundproof",310,20,25,45,70,90,60,"Medium Fast","Undiscovered",25,1,1,1,1,1,1,0.25,2,1,1,0.5,1,1,2,0,1,2,1
526,440,"Happiny","Wonneira",4,"Normal","Normal",0.6,24.4,"Natural Cure",220,100,5,5,15,65,30,"Fast","Undiscovered",40,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
527,441,"Chatot","Plaudagei",4,"Normal","Normal",0.5,1.9,"Keen Eye",411,76,65,45,92,42,91,"Medium Slow","Flying",20,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
528,442,"Spiritomb","Kryppuk",4,"Normal","Ghost",1,108,"Pressure",485,50,92,108,92,108,35,"Medium Fast","Amorphous",30,0,1,1,1,1,1,0,0.5,1,1,0,1,1,1,1,1,1,2
529,443,"Gible","Kaumalat",4,"Normal","Dragon",0.7,20.5,"Sand Veil",300,58,70,45,40,45,42,"Slow","Dragon",40,1,0.5,1,0,1,4,1,0.5,1,1,1,1,0.5,1,2,1,1,2
530,444,"Gabite","Knarksel",4,"Normal","Dragon",1.4,56,"Sand Veil",410,68,90,65,50,55,82,"Slow","Dragon",40,1,0.5,1,0,1,4,1,0.5,1,1,1,1,0.5,1,2,1,1,2
531,445,"Garchomp","Knakrack",4,"Normal","Dragon",1.9,95,"Sand Veil",600,108,130,95,80,85,102,"Slow","Dragon",40,1,0.5,1,0,1,4,1,0.5,1,1,1,1,0.5,1,2,1,1,2
532,445,"Mega Garchomp","Knakrack",4,"Normal","Dragon",1.9,95,"Sand Force",700,108,170,115,120,95,92,"Slow","Dragon",40,1,0.5,1,0,1,4,1,0.5,1,1,1,1,0.5,1,2,1,1,2
533,446,"Munchlax","Mampfaxo",4,"Normal","Normal",0.6,105,"Pickup",390,135,85,40,40,85,5,"Slow","Undiscovered",40,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
534,447,"Riolu","Riolu",4,"Normal","Fighting",0.7,20.2,"Steadfast",285,40,70,40,35,40,60,"Medium Slow","Undiscovered",25,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
535,448,"Lucario","Lucario",4,"Normal","Fighting",1.2,54,"Steadfast",525,70,110,70,115,70,90,"Medium Slow","Field",25,0.5,2,1,1,0.5,0.5,2,0,2,1,1,0.25,0.25,1,0.5,0.5,0.5,1
536,448,"Mega Lucario","Lucario",4,"Normal","Fighting",1.3,57.5,"Adaptability",625,70,145,88,140,70,112,"Medium Slow","Field",25,0.5,2,1,1,0.5,0.5,2,0,2,1,1,0.25,0.25,1,0.5,0.5,0.5,1
537,449,"Hippopotas","Hippopotas",4,"Normal","Ground",0.8,49.5,"Sand Stream",330,68,72,78,38,42,32,"Slow","Field",30,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
538,450,"Hippowdon","Hippoterus",4,"Normal","Ground",2,300,"Sand Stream",525,108,112,118,68,72,47,"Slow","Field",30,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
539,451,"Skorupi","Pionskora",4,"Normal","Poison",0.8,12,"Battle Armor",330,40,50,90,30,55,65,"Slow","Bug",20,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5
540,452,"Drapion","Piondragi",4,"Normal","Poison",1.3,61.5,"Battle Armor",500,70,90,110,60,75,95,"Slow","Bug",20,1,1,1,1,0.5,1,1,0.5,2,1,0,1,1,0.5,1,0.5,1,1
541,453,"Croagunk","Glibunkel",4,"Normal","Poison",0.7,23,"Anticipation",300,48,61,40,61,40,50,"Medium Fast","Human-Like",10,1,1,1,1,0.5,1,0.5,0.5,2,2,4,0.25,0.5,1,1,0.5,1,1
542,454,"Toxicroak","Toxiquak",4,"Normal","Poison",1.3,44.4,"Anticipation",490,83,106,65,86,65,85,"Medium Fast","Human-Like",20,1,1,1,1,0.5,1,0.5,0.5,2,2,4,0.25,0.5,1,1,0.5,1,1
543,455,"Carnivine","Venuflibis",4,"Normal","Grass",1.4,27,"Levitate",454,74,100,72,90,72,46,"Slow","Grass",25,1,2,0.5,0.5,0.5,2,1,2,0,2,1,2,1,1,1,1,1,1
544,456,"Finneon","Finneon",4,"Normal","Water",0.4,7,"Swift Swim",330,49,49,56,49,61,66,"Erratic","Water 2",20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
545,457,"Lumineon","Lumineon",4,"Normal","Water",1.2,24,"Swift Swim",460,69,69,76,69,86,91,"Erratic","Water 2",20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
546,458,"Mantyke","Mantirps",4,"Normal","Water",1,65,"Swift Swim",345,45,20,50,60,120,50,"Slow","Undiscovered",25,1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1
547,459,"Snover","Shnebedeck",4,"Normal","Grass",1,50.5,"Snow Warning",334,60,62,50,62,60,40,"Slow","Grass",20,1,4,0.5,0.5,0.5,1,2,2,0.5,2,1,2,2,1,1,1,2,1
548,460,"Abomasnow","Rexblisar",4,"Normal","Grass",2.2,135.5,"Snow Warning",494,90,92,75,92,85,60,"Slow","Grass",20,1,4,0.5,0.5,0.5,1,2,2,0.5,2,1,2,2,1,1,1,2,1
549,460,"Mega Abomasnow","Rexblisar",4,"Normal","Grass",2.7,185,"Snow Warning",594,90,132,105,132,105,30,"Slow","Grass",20,1,4,0.5,0.5,0.5,1,2,2,0.5,2,1,2,2,1,1,1,2,1
550,461,"Weavile","Snibunna",4,"Normal","Dark",1.1,34,"Pressure",510,70,120,65,45,85,125,"Medium Slow","Field",20,1,2,1,1,1,0.5,4,1,1,1,0,2,2,0.5,1,0.5,2,2
551,462,"Magnezone","Magnezone",4,"Normal","Electric",1.2,180,"Magnet Pull",535,70,70,115,130,90,60,"Medium Fast","Mineral",20,0.5,2,1,0.5,0.5,0.5,2,0,4,0.25,0.5,0.5,0.5,1,0.5,1,0.25,0.5
552,463,"Lickilicky","Schlurplek",4,"Normal","Normal",1.7,140,"Own Tempo",515,110,85,95,80,95,50,"Medium Fast","Monster",20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
553,464,"Rhyperior","Rihornior",4,"Normal","Ground",2.4,282.8,"Lightning Rod",535,115,140,130,55,55,40,"Slow","Field",20,0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1
554,465,"Tangrowth","Tangoloss",4,"Normal","Grass",2,128.6,"Chlorophyll",535,100,100,125,110,50,50,"Medium Fast","Grass",20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
555,466,"Electivire","Elevoltek",4,"Normal","Electric",1.8,138.6,"Motor Drive",540,75,123,67,95,85,95,"Medium Fast","Human-Like",25,1,1,1,0,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
556,467,"Magmortar","Magbrant",4,"Normal","Fire",1.6,68,"Flame Body",540,75,95,67,125,95,83,"Medium Fast","Human-Like",25,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
557,468,"Togekiss","Togekiss",4,"Normal","Fairy",1.5,38,"Hustle",545,85,50,95,120,115,80,"Fast","Fairy",10,1,1,1,2,0.5,2,0.25,2,0,1,1,0.25,2,1,0,0.5,2,1
558,469,"Yanmega","Yanmega",4,"Normal","Bug",1.9,51.5,"Speed Boost",515,86,76,86,116,56,95,"Medium Fast","Bug",20,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1
559,470,"Leafeon","Folipurba",4,"Normal","Grass",1,25.5,"Leaf Guard",525,65,110,130,60,65,95,"Medium Fast","Field",35,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
560,471,"Glaceon","Glaziola",4,"Normal","Ice",0.8,25.9,"Snow Cloak",525,65,60,110,130,95,65,"Medium Fast","Field",35,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
561,472,"Gliscor","Skorgro",4,"Normal","Ground",2,42.5,"Hyper Cutter",510,75,95,125,45,75,95,"Medium Slow","Bug",20,1,1,2,0,1,4,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1
562,473,"Mamoswine","Mamutel",4,"Normal","Ice",2.5,291,"Oblivious",530,110,130,80,70,60,80,"Slow","Field",20,1,2,2,0,2,1,2,0.5,1,1,1,1,1,1,1,1,2,1
563,474,"Porygon-Z","Porygon-Z",4,"Normal","Normal",0.9,34,"Adaptability",535,85,80,70,135,75,90,"Medium Fast","Mineral",20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
564,475,"Gallade","Galagladi",4,"Normal","Psychic",1.6,52,"Steadfast",518,68,125,65,65,115,80,"Slow","Amorphous",20,1,1,1,1,1,1,0.5,1,1,2,1,1,0.5,2,1,1,1,2
565,475,"Mega Gallade","Galagladi",4,"Normal","Psychic",1.6,56.4,"Inner Focus",618,68,165,95,65,115,110,"Slow","Amorphous",20,1,1,1,1,1,1,0.5,1,1,2,1,1,0.5,2,1,1,1,2
566,476,"Probopass","Voluminas",4,"Normal","Rock",1.4,340,"Sturdy",525,60,55,145,75,150,40,"Medium Fast","Mineral",20,0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5
567,477,"Dusknoir","Zwirrfinst",4,"Normal","Ghost",2.2,106.6,"Pressure",525,45,100,135,65,135,45,"Fast","Amorphous",25,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
568,478,"Froslass","Frosdedje",4,"Normal","Ice",1.3,26.6,"Snow Cloak",480,70,80,70,80,70,110,"Medium Fast","Fairy",20,0,2,1,1,1,0.5,0,0.5,1,1,1,0.5,2,2,1,2,2,1
569,479,"Rotom","Rotom",4,"Normal","Electric",0.3,0.3,"Levitate",440,50,50,77,95,77,91,"Medium Fast","Amorphous",20,0,1,1,0.5,1,1,0,0.5,0,0.5,1,0.5,1,2,1,2,0.5,1
570,479,"Heat Rotom","Rotom",4,"Normal","Electric",0.3,0.3,"Levitate",520,50,65,107,105,107,86,"Medium Fast","Amorphous",20,1,0.5,2,0.5,0.5,0.5,1,1,0,0.5,1,0.5,2,1,1,1,0.25,0.5
571,479,"Wash Rotom","Rotom",4,"Normal","Electric",0.3,0.3,"Levitate",520,50,65,107,105,107,86,"Medium Fast","Amorphous",20,1,0.5,0.5,1,2,0.5,1,1,0,0.5,1,1,1,1,1,1,0.25,1
572,479,"Frost Rotom","Rotom",4,"Normal","Electric",0.3,0.3,"Levitate",520,50,65,107,105,107,86,"Medium Fast","Amorphous",20,1,2,1,0.5,1,0.5,2,1,0,0.5,1,1,2,1,1,1,1,1
573,479,"Fan Rotom","Rotom",4,"Normal","Electric",0.3,0.3,"Levitate",520,50,65,107,105,107,86,"Medium Fast","Amorphous",20,1,1,1,1,0.5,2,0.5,1,0,0.5,1,0.5,2,1,1,1,0.5,1
574,479,"Mow Rotom","Rotom",4,"Normal","Electric",0.3,0.3,"Levitate",520,50,65,107,105,107,86,"Medium Fast","Amorphous",20,1,2,0.5,0.25,0.5,2,1,2,0,1,1,2,1,1,1,1,0.5,1
575,480,"Uxie","Selfe",4,"Sub Legendary","Psychic",0.3,0.3,"Levitate",580,75,75,130,75,130,95,"Slow","Undiscovered",80,1,1,1,1,1,1,0.5,1,0,1,0.5,2,1,2,1,2,1,1
576,481,"Mesprit","Vesprit",4,"Sub Legendary","Psychic",0.3,0.3,"Levitate",580,80,105,105,105,105,80,"Slow","Undiscovered",80,1,1,1,1,1,1,0.5,1,0,1,0.5,2,1,2,1,2,1,1
577,482,"Azelf","Tobutz",4,"Sub Legendary","Psychic",0.3,0.3,"Levitate",580,75,125,70,125,70,115,"Slow","Undiscovered",80,1,1,1,1,1,1,0.5,1,0,1,0.5,2,1,2,1,2,1,1
578,483,"Dialga","Dialga",4,"Legendary","Steel",5.4,683,"Pressure",680,100,120,120,150,100,90,"Slow","Undiscovered",120,0.5,1,0.5,0.5,0.25,1,2,0,2,0.5,0.5,0.5,0.5,1,1,1,0.5,1
579,484,"Palkia","Palkia",4,"Legendary","Water",4.2,336,"Pressure",680,90,120,100,150,120,100,"Slow","Undiscovered",120,1,0.25,0.25,1,1,1,1,1,1,1,1,1,1,1,2,1,0.5,2
580,485,"Heatran","Heatran",4,"Sub Legendary","Fire",1.7,430,"Flash Fire",600,91,90,106,130,106,77,"Slow","Undiscovered",10,0.5,0,2,1,0.25,0.25,2,0,4,0.5,0.5,0.25,1,1,0.5,1,0.25,0.25
581,486,"Regigigas","Regigigas",4,"Sub Legendary","Normal",3.7,420,"Slow Start",670,110,160,110,80,110,100,"Slow","Undiscovered",120,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
582,487,"Giratina Altered Forme","Giratina",4,"Legendary","Ghost",4.5,750,"Pressure",680,150,100,120,100,120,90,"Slow","Undiscovered",120,0,0.5,0.5,0.5,0.5,2,0,0.5,1,1,1,0.5,1,2,2,2,1,2
583,487,"Giratina Origin Forme","Giratina",4,"Legendary","Ghost",6.9,650,"Levitate",680,150,120,100,120,100,90,"Slow","Undiscovered",120,0,0.5,0.5,0.5,0.5,2,0,0.5,0,1,1,0.5,1,2,2,2,1,2
584,488,"Cresselia","Cresselia",4,"Sub Legendary","Psychic",1.5,85.6,"Levitate",600,120,70,120,75,130,85,"Slow","Undiscovered",120,1,1,1,1,1,1,0.5,1,0,1,0.5,2,1,2,1,2,1,1
585,489,"Phione","Phione",4,"Mythical","Water",0.4,3.1,"Hydration",480,80,80,80,80,80,80,"Slow","Fairy",40,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
586,490,"Manaphy","Manaphy",4,"Mythical","Water",0.3,1.4,"Hydration",600,100,100,100,100,100,100,"Slow","Fairy",10,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
587,491,"Darkrai","Darkrai",4,"Mythical","Dark",1.5,50.5,"Bad Dreams",600,70,90,90,135,90,125,"Slow","Undiscovered",120,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
588,492,"Shaymin Land Forme","Shaymin",4,"Mythical","Grass",0.2,2.1,"Natural Cure",600,100,100,100,100,100,100,"Medium Slow","Undiscovered",120,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
589,492,"Shaymin Sky Forme","Shaymin",4,"Mythical","Grass",0.4,5.2,"Serene Grace",600,100,103,75,120,75,127,"Medium Slow","Undiscovered",120,1,2,0.5,1,0.25,4,0.5,2,0,2,1,1,2,1,1,1,1,1
590,493,"Arceus","Arceus",4,"Mythical","Normal",3.2,320,"Multitype",720,120,120,120,120,120,120,"Slow","Undiscovered",120,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
591,494,"Victini","Victini",5,"Mythical","Psychic",0.4,4,"Victory Star",600,100,100,100,100,100,100,"Slow","Undiscovered",120,1,0.5,2,1,0.5,0.5,0.5,1,2,1,0.5,1,2,2,1,2,0.5,0.5
592,495,"Snivy","Serpifeu",5,"Normal","Grass",0.6,8.1,"Overgrow",308,45,45,55,45,55,63,"Medium Slow","Field",20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
593,496,"Servine","Efoserp",5,"Normal","Grass",0.8,16,"Overgrow",413,60,60,75,60,75,83,"Medium Slow","Field",20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
594,497,"Serperior","Serpiroyal",5,"Normal","Grass",3.3,63,"Overgrow",528,75,75,95,75,95,113,"Medium Slow","Field",20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
595,498,"Tepig","Floink",5,"Normal","Fire",0.5,9.9,"Blaze",308,65,63,45,45,45,45,"Medium Slow","Field",20,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
596,499,"Pignite","Ferkokel",5,"Normal","Fire",1,55.5,"Blaze",418,90,93,55,70,55,55,"Medium Slow","Field",20,1,0.5,2,1,0.5,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,1
597,500,"Emboar","Flambirex",5,"Normal","Fire",1.6,150,"Blaze",528,110,123,65,100,65,65,"Medium Slow","Field",20,1,0.5,2,1,0.5,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,1
598,501,"Oshawott","Ottaro",5,"Normal","Water",0.5,5.9,"Torrent",308,55,55,45,63,45,45,"Medium Slow","Field",20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
599,502,"Dewott","Zwottronin",5,"Normal","Water",0.8,24.5,"Torrent",413,75,75,60,83,60,60,"Medium Slow","Field",20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
600,503,"Samurott","Admurai",5,"Normal","Water",1.5,94.6,"Torrent",528,95,100,85,108,70,70,"Medium Slow","Field",20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
601,504,"Patrat","Nagelotz",5,"Normal","Normal",0.5,11.6,"Run Away",255,45,55,39,35,39,42,"Medium Fast","Field",15,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
602,505,"Watchog","Kukmarda",5,"Normal","Normal",1.1,27,"Illuminate",420,60,85,69,60,69,77,"Medium Fast","Field",20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
603,506,"Lillipup","Yorkleff",5,"Normal","Normal",0.4,4.1,"Vital Spirit",275,45,60,45,25,45,55,"Medium Slow","Field",15,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
604,507,"Herdier","Terribark",5,"Normal","Normal",0.9,14.7,"Intimidate",370,65,80,65,35,65,60,"Medium Slow","Field",15,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
605,508,"Stoutland","Bissbark",5,"Normal","Normal",1.2,61,"Intimidate",500,85,110,90,45,90,80,"Medium Slow","Field",15,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
